,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2011-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2376237623762407,0.187518751875188,0.18751875187518674,0.8625862586258647,1.0876087608760903,0.22502250225022408,0.0,0.0,0.0,0.0,0.0
2011-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015622982031487532,0.014928627274532631,0.03784233425404784,0.15761852982878535,0.6165870241760455,0.5094828029157358,0.7045964896200877,0.678384597545041,0.7556315642562854,0.3112445198050794,0.0,0.0,0.0,0.0,0.0
2011-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027329572784118308,0.001138732199338255,0.004099435917617747,0.010704082673779597,0.03643943037882441,0.043271823574853985,0.1102292768959431,0.6235697523576327,0.5711880711880726,0.6105882052851723,0.6789121372454723,0.618103837800809,0.44752175433993424,0.029379290742927177,0.0,0.0,0.0,0.0
2011-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012240681169425747,0.0007344408701655398,0.004773865656076041,0.003060170292356416,0.017626580883973078,0.02472617596224001,0.10526985805706071,0.5658866904625522,0.5188824747719574,0.7578205711991429,0.6116668380362046,0.8175550953059456,0.35191958362098785,0.007834035948432478,0.0,0.0,0.0,0.0
2011-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053140835969118574,0.2997143148658307,1.1180831887902623,1.405043703023495,0.8640699928578738,0.0839625208312079,0.011690983913206086,0.0,0.0,0.0,0.0,0.0
2011-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20551027118702647,0.6684491978609642,0.5148573109738172,0.7117145181108601,0.5300001730612823,0.9302043853728629,0.2271429313119766,0.0,0.0,0.0,0.0,0.0
2011-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002168219111550542,0.010841095557752638,0.002168219111550542,0.0,0.017345752892404337,0.021682191115505425,0.08239232623892005,0.18213040537024555,1.6868744687863217,0.275363827166917,0.9561846281937891,0.4726717663180182,0.07805588801581899,0.0,0.0,0.0,0.0,0.0
2011-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08386447500838609,0.37040143128704106,0.32148048753214886,0.5660852063066061,0.8316560438331677,1.3907525438890787,0.2236386000223629,0.0,0.0,0.0,0.0,0.0
2011-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06269592476489001,0.7889237199582047,0.26123301985371017,0.8202716823406443,0.8986415882967629,0.6530825496342754,0.3030303030303017,0.0,0.0,0.0,0.0,0.0
2011-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019299654150197628,0.0006433218050065871,0.00032166090250329403,0.0006433218050065881,0.00032166090250329354,0.00032166090250329354,0.0006433218050065881,0.00032166090250329403,0.0006433218050065871,0.00032166090250329354,0.0006433218050065871,0.0003216609025032946,0.0006433218050065871,0.0006433218050065871,0.0019299654150197675,0.005789896245059283,0.0025732872200263483,0.004181591732542816,0.0028949481225296414,0.004824913537549419,0.008684844367588925,0.00900650527009222,0.005789896245059304,0.013188097002634989,0.012223114295125195,0.009006505270092249,0.019299654150197548,0.015118062417654845,0.024446228590250228,0.04471086544795795,0.05629065793807655,0.1794867835968372,0.5551867177206865,0.3673367506587625,0.6044008358036865,0.6191972373188421,0.7169821516798437,0.4628700387022378,0.016726366930171318,0.0,0.0,0.0,0.0
2011-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116068202234998,0.0006992060375602302,0.0004195236225361381,0.00041952362253613743,0.0005593648300481832,0.00027968241502409203,0.0004195236225361381,0.00041952362253613743,0.0005593648300481832,0.00041952362253613743,0.0004195236225361388,0.0005593648300481832,0.000699206037560229,0.0025171417352168332,0.0023773005277047785,0.002097618112680687,0.0015382532826325038,0.0015382532826325038,0.0018179356976566015,0.004474918640385466,0.011187296600963664,0.005174124677945712,0.003076506565264997,0.003496030187801157,0.00867015486574687,0.012306026261059987,0.034960301878011565,0.021395704749342936,0.04474918640385481,0.09942709854106489,0.17689912750273734,0.6183778196182685,0.4648321737700418,0.5785230754773315,0.5655178431787151,0.6817258866212255,0.42092203461125643,0.0027968241502409254,0.0,0.0,0.0,0.0
2011-09-29,0.00011097409509503377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004438963803801347,0.0011097409509503368,0.0008877927607602725,0.0007768186656652357,0.0016646114264255052,0.0008877927607602725,0.0027743523773758323,0.00355117104304109,0.0026633782822808173,0.004882860184181465,0.01176325408007361,0.015203451028019562,0.034845865859840695,0.10697902767161283,0.20019726755144007,0.5375585166403449,0.45721327179154025,0.6104684971177783,0.6506411195421846,0.7050184261387513,0.43335384134610505,0.004882860184181498,0.0,0.0,0.0,0.0
2011-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188749194068344,0.040296582849774366,0.040296582849774304,0.040296582849774304,0.06044487427466155,0.040296582849774366,0.06044487427466146,0.040296582849774304,0.040296582849774304,0.06044487427466166,0.040296582849774304,0.08059316569954861,0.08059316569954889,0.38281753707285593,0.10074145712443576,0.12088974854932293,0.12088974854932293,0.14103803997421052,0.12088974854932293,0.14103803997421005,0.12088974854932331,0.14103803997420958,0.12088974854932331,0.1007414571244361,0.12088974854932251,0.12088974854932331,0.10074145712443543,0.02014829142488722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.3136959658698789,0.015684798293493944,0.015684798293493944,0.015684798293493944,0.023527197440240916,0.007842399146746972,0.023527197440240916,0.015684798293493944,0.01568479829349393,0.023527197440240937,0.015684798293493958,0.01568479829349393,0.01568479829349393,0.023527197440240937,0.015684798293493958,0.0235271974402409,0.01568479829349393,0.007842399146746965,0.007842399146746993,0.01568479829349393,0.01568479829349393,0.03136959658698797,0.15684798293493932,0.07842399146746966,0.03136959658698786,0.03136959658698786,0.03136959658698797,0.03136959658698786,0.10195118890771056,0.08626639061421691,0.1568479829349388,0.0941087897609639,0.04705439488048195,0.0392119957337347,0.03921199573373496,0.0392119957337347,0.03921199573373496,0.04705439488048195,0.07058159232072245,0.07842399146746992,0.10195118890771089,0.5411255411255388,0.7999247129681932,0.3999623564840966,0.06273919317397551,0.007842399146746993,0.0,0.0,0.0,0.0
