,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2011-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05529750055297477,0.5944481309444828,0.26266312762663196,1.1888962618889576,0.774165007741652,0.7188675071886769,0.1935412519354117,0.0,0.0,0.0,0.0,0.0
2011-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.779857397504453,2.079619726678555,0.8169934640522897,0.11140819964349329,0.0,0.0,0.0,0.0,0.0
2011-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7992771754239664,0.5038921323325005,1.0077842646649944,0.5560189046427593,0.6255212677231042,0.29538504309146385,0.0,0.0,0.0,0.0,0.0
2011-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08294625082946215,0.5460628179606295,0.8916721964167241,1.126686573766861,0.30413625304136327,0.6981309444813112,0.13824375138243694,0.0,0.0,0.0,0.0,0.0
2011-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07281125966865766,0.44815612540243854,0.7501253030980363,0.6965046079932058,0.7467387328808894,0.9053431047172688,0.16819965411829443,0.0,0.0,0.0,0.0,0.0
2011-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16161616161616094,0.7373737373737391,0.37373737373737465,0.15151515151515088,1.757575757575762,0.5757575757575772,0.030303030303030176,0.0,0.0,0.0,0.0,0.0
2011-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06244442446222835,0.26601324820909455,0.7755597518208813,1.499915075582725,0.503302061165564,0.5657464856277926,0.11489774101050017,0.0,0.0,0.0,0.0,0.0
2011-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08891734243846883,0.764689144970837,0.4090197752169593,0.8713899558969945,0.8180395504339186,0.7291222079954492,0.10670081092616258,0.0,0.0,0.0,0.0,0.0
2011-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6350461133069896,1.1528326745718,0.0,0.0,0.0,0.0,0.0
2011-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013650013650013683,0.0020475020475020527,0.09418509418509378,0.6292656292656308,0.9534534534534558,0.6162981162981137,0.7111657111657129,0.7186732186732204,0.06142506142506116,0.0,0.0,0.0,0.0,0.0
2011-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7878787878787974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012439667612081436,0.11117952928297709,0.4905893914514616,0.5473453749315832,0.9461922177439378,0.8987659849728838,0.7160583669204377,0.0653082549634271,0.0,0.0,0.0,0.0,0.0
2011-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021849470259593462,0.006008604321388243,0.0012290327021021407,0.000955914323857214,0.0017752694585919807,0.0016387102694695097,0.014748392425225687,0.02567312755502249,0.09873229373553796,0.4072195019631759,0.5893894602525376,0.6913991745270106,0.7040991791154041,0.7680088796247153,0.47153888003985145,0.0032774205389390415,0.0,0.0,0.0,0.0
2011-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05328514502826407,0.4100639421740349,0.034751181540172454,0.0741358539523674,0.2154573255490692,0.6000370679269776,0.5444351774626981,0.7459920303957019,0.49115003243443733,0.5861365953109048,0.032434436104160955,0.0,0.0,0.0,0.0
2011-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011129760980862855,0.0009024130525023876,0.0021056304558389185,0.004662467437929002,0.007670510946270346,0.01564182624337482,0.11189921851029605,0.3441201773542461,0.6025111147207648,0.6619199740105013,0.7858513665541678,0.7688559207320393,0.4674499611962368,0.003158445683758378,0.0,0.0,0.0,0.0
2011-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009020548810189605,0.004059246964585322,0.001202739841358618,0.0009020548810189605,0.0009020548810189605,0.0010523973611887905,0.0012027398413586097,0.0009020548810189634,0.002555822162887063,0.004209589444755134,0.004961301845604299,0.007066096567981833,0.010373631131718079,0.024355481787512012,0.08554487121663111,0.34849386903365953,0.6490284868931442,0.712773698485146,0.7085641090403958,0.6993932177500363,0.5102623776963903,0.009170891290359461,0.0,0.0,0.0,0.0
2011-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006712923182677407,0.0009696444597200764,0.002013876954803222,0.009099740314296102,0.02453946363445424,0.11068864447881414,0.4115021910981278,0.6231084474231937,0.6964284861850996,0.7067962231005727,0.7396895466956922,0.460357354260944,0.0020138769548032356,0.0,0.0,0.0,0.0
2011-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023973117807433767,0.004163752040238496,0.0007570458254979109,0.0013879173467461607,0.0016402659552454736,0.0021449631722440807,0.0027758346934923213,0.005804017995483984,0.004163752040238482,0.005930192299733635,0.028010695543422705,0.07633545407103884,0.33070285143833744,0.5560501588282156,0.7265116438694903,0.7424096062049513,0.805622932634027,0.48791603453340027,0.0031543576062412954,0.0,0.0,0.0,0.0
2011-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002871469733068181,0.003008206387023788,0.008067462583382031,0.027210594137169905,0.09489523784520495,0.3164086172533224,0.5632182776432303,0.740292244515763,0.6974936718276566,0.7649048422277811,0.5651325907986053,0.004375572926580085,0.0,0.0,0.0,0.0
2011-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007888127421655112,0.017353880327641246,0.0015776254843310224,0.0023664382264965336,0.0019720318554137845,0.0023664382264965336,0.0035496573397448,0.004732876452993083,0.005127282824075805,0.003944063710827569,0.003944063710827569,0.003155250968662034,0.0055216891951585965,0.005916095566241314,0.013409816616813734,0.019720318554137844,0.06152739388890966,0.23033332071233,0.4626386732800738,0.8321974429846114,0.6484040740600523,0.7119034998043763,0.654714575997372,0.09071346534903409,0.0,0.0,0.0,0.0
2011-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014532831743026304,0.006228356461297008,0.0010380594102161647,0.0002076118820432329,0.0004152237640864658,0.0033217901126917264,0.0020761188204323363,0.0016608950563458632,0.002283730702475562,0.0022837307024755698,0.0031141782306484834,0.0010380594102161681,0.0010380594102161681,0.0010380594102161612,0.006228356461297008,0.019307905030020597,0.022422083260669228,0.0450517784033817,0.11875399652872883,0.26159097137447435,0.5227667189848623,0.7492712822940251,0.7563300862835001,0.6427663868058513,0.5858807311260014,0.030311334778312105,0.0,0.0,0.0,0.0
2011-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015147879660396696,0.0007573939830198296,0.002726618338871405,0.012269782524921238,0.01090647335548562,0.03908152952382347,0.10118783613144923,0.34537165625704463,0.6045518772464321,0.7205846354450658,0.6625682563457514,0.6925610580733368,0.5748620331120506,0.018934849575495866,0.0,0.0,0.0,0.0
2011-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005009593371306063,0.0011271585085438644,0.01026966641117736,0.008015349394089702,0.00513483320558868,0.006387231548415231,0.022918889673725244,0.09505703422053191,0.3520491741685336,0.5782323148830024,0.6780484628062711,0.6582605689896167,0.7366607052505567,0.6175576228477508,0.017658816633853873,0.0,0.0,0.0,0.0
2011-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004707193721733297,0.0005648632466079957,0.00047071937217333136,0.0006590071210426594,0.00047071937217333136,0.001977021363127992,0.002541884609735972,0.0030126039819093208,0.009790962941205227,0.019017062635802585,0.07738626478529567,0.08906010521519368,0.29862436970676143,0.6102405940855067,0.7314037604829172,0.6878151466196718,0.6710575369703011,0.5542249887968765,0.024853982850751896,0.0,0.0,0.0,0.0
2011-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025802989018247936,0.0037945572085658474,0.01199080077906816,0.022919125539737874,0.07771253163142856,0.20156687891901917,0.5300237508924812,0.6989574378178292,0.6890915890755626,0.7760628402958925,0.711858932326953,0.06132004449042451,0.0,0.0,0.0,0.0
2011-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018460947711211749,0.0015384123092676459,0.0013845710783408718,0.0026153009257549975,0.003846030773169088,0.005692125544290289,0.019230153865845572,0.09861222902405542,0.24183841501687392,0.5136758700644669,0.7315150530567606,0.6712092905334738,0.6435178689666562,0.7005929656404811,0.15076440630822927,0.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000411055755602691,0.010687449645669894,0.01644223022410764,0.0012331672668080646,0.00822111511205382,0.007399003600848438,0.11838405761357419,0.21292688140219393,0.6445354247850195,0.764563705421,0.7140038474818742,0.5594468833752624,0.6359032539173586,0.09372071227741355,0.0,0.0,0.0,0.0
2011-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017978368427108486,0.0006537588518948541,0.0006537588518948563,0.0016343971297371352,0.004903191389211406,0.002615035407579425,0.0026150354075794163,0.0016343971297371352,0.0016343971297371352,0.0022881559816319893,0.0019612765556845688,0.0019612765556845622,0.0022881559816319893,0.0013075177037897125,0.0032687942594742596,0.0032687942594742817,0.0035956736854217096,0.004249432537316538,0.02288155981631997,0.005883829667053667,0.005556950241106278,0.012421418186002271,0.09381439524691124,0.23044999529293683,0.5870754490015809,0.7861450194035594,0.5906711226870026,0.703117645212918,0.6178021150406351,0.07354787083817134,0.0,0.0,0.0,0.0
2011-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000592411446337003,0.004993182190554706,0.004485400950837309,0.005077812397174278,0.011932859133359631,0.03935304607810092,0.09647843554631128,0.35671632090149535,0.5798015455506869,0.6884667308502125,0.6717099499395418,0.6943062151069676,0.6051906075365543,0.028774270250654436,0.0,0.0,0.0,0.0
2011-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001959406627128151,0.0016136289870467017,0.006800293588268289,0.040110206249446854,0.06765715824260099,0.29736877047003707,0.5947375409400741,0.7414625195479594,0.7343164483196147,0.6569775161547329,0.6278169351745274,0.017058363577350962,0.0,0.0,0.0,0.0
2011-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015621038950837452,0.0008926307971907146,0.002008419293679094,0.007364204076823395,0.0006694730978930359,0.00312420779016748,0.00669473097893036,0.0051326270838465745,0.010488411866990895,0.03124207790167501,0.08435361033452195,0.36843336154046746,0.5873510645514901,0.7504793427380883,0.7308414651998976,0.6248415580335002,0.5534310942582393,0.018968404440302684,0.0,0.0,0.0,0.0
2011-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017710299176541914,0.015585063275356885,0.0007084119670616789,0.0008855149588270957,0.001062617950592515,0.0008855149588270987,0.0010626179505925112,0.0008855149588270987,0.0008855149588270987,0.0008855149588270927,0.0024794418847158763,0.006552810695320486,0.007615428645913048,0.03666031929544188,0.11334591472986787,0.36146720619322165,0.5332571082056788,0.7169129106664143,0.6398731092484615,0.6896390499345444,0.5980768031918183,0.05897529625788477,0.0,0.0,0.0,0.0
2011-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059928251417613265,0.028930879994709852,0.08679263998412898,0.17358527996825912,0.5331547884739387,0.7191390170113544,0.6964076113012301,0.7852667427135531,0.5310882970457416,0.17358527996825912,0.0,0.0,0.0,0.0
2011-10-08,9.086256927362281e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001090350831283469,0.002544151939661445,0.00563347929496459,0.009813157481551288,0.015810087053610408,0.07832353471386254,0.35481833301349797,0.6213182486930344,0.786688124771023,0.6473049435052906,0.6800154684437948,0.549627681536142,0.03480036403179763,0.0,0.0,0.0,0.0
2011-10-09,9.824356229584987e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.824356229585013e-05,0.0010806791852543513,0.001080679185254344,0.003143793993467204,0.0033402811180588817,0.013066393785348067,0.03143793993467204,0.11956241531404879,0.3157548092188623,0.5828790551012787,0.6545968555772449,0.721697208625315,0.6884908845693176,0.6198186345245142,0.031732670621559586,0.0,0.0,0.0,0.0
2011-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015235820022305277,0.02386945136827827,0.01917174019473401,0.032883978214808894,0.028186267041264576,0.052944474577510836,0.0432951218967175,0.09166885046753614,0.28211660074635275,0.47916653970150097,0.6740580708201516,0.6628851361371321,0.7738526919662556,0.5785802653470391,0.04367601739727513,0.0,0.0,0.0,0.0
2011-10-11,0.00016308786652367122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014677907987130448,0.0026094058643787283,0.004240284529615462,0.0047295481291864455,0.007665129726612566,0.03457462770301838,0.10372388310905446,0.29339507187608527,0.5838545621547444,0.7061704620474935,0.6318023949127038,0.7458008136127503,0.6102747965315751,0.05740692901633242,0.0,0.0,0.0,0.0
2011-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005378828757886452,0.003334873829889578,0.005378828757886452,0.03356389144921146,0.13683740360063043,0.43471694021238305,0.5369146866122256,0.7344252786018112,0.6577231805143553,0.7238827742363587,0.4989401555815439,0.021622891606703536,0.0,0.0,0.0,0.0
2011-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025484719362270274,0.003964289678575403,0.00438903500127988,0.009627560647968833,0.02336099274874791,0.09160340792993817,0.3617414331700055,0.5830337462990538,0.7280134831155208,0.676052971971341,0.7246155205338897,0.5517441741931515,0.027183700653088474,0.0,0.0,0.0,0.0
2011-10-14,7.442243723360489e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004465346234016304,0.00029768974893441824,0.00037211218616802535,0.0008186468095696558,0.002679207740409764,0.004539768671249909,0.012800659204179986,0.02515478378495851,0.0367646839934009,0.0960049440313499,0.338249977226735,0.5765506212487385,0.7896964814857781,0.6525359296642493,0.6812629904364208,0.5462606892946575,0.023368645291351995,0.0,0.0,0.0,0.0
2011-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011788004526593688,0.009823337105494807,0.021611341632088575,0.015717339368791584,0.021611341632088575,0.013752671947692635,0.013752671947692727,0.019646674210989614,0.007858669684395792,0.02947001131648442,1.876257387149508,0.7681849616496887,0.09626870363384911,0.6169055702250739,0.23576009053187377,0.02947001131648442,0.0,0.0,0.0,0.0
